text,label,label_text,clean_text
I know I'm getting a new card but would like know when I can expect to receive it.,11,card_arrival,know get new card would like know expect receive
I want to find out what happened to my new card?,11,card_arrival,want find happen new card
Was there a way for me to get tracking for that?,11,card_arrival,way get track
I am still waiting for my card.,11,card_arrival,still wait card
My card hasn't arrived.,11,card_arrival,card not arrive
Can I track the card you sent to me?,11,card_arrival,track card send
I haven't gotten my new card.,11,card_arrival,not get new card
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,11,card_arrival,long take new card arrive mail never receive
Will I have to wait much longer for my new card to arrive?,11,card_arrival,wait much long new card arrive
how to track the card you sent,11,card_arrival,track card send
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,11,card_arrival,week ago order new card not
How can I check on the delivery status of my card?,11,card_arrival,check delivery status card
"My card has not been delivered yet and its been a week since I ordered it, please help",11,card_arrival,card deliver yet week since order please help
What's the expected wait time to recieve my new card?,11,card_arrival,expected wait time recieve new card
How can I see the progress of delivery of the card that was sent?,11,card_arrival,see progress delivery card send
"My card was supposed to arrive, but hasn't?",11,card_arrival,card suppose arrive not
I ordered a card and would like to know how to track the delivery progress of it.,11,card_arrival,order card would like know track delivery progress
How long will it take for me to get my card?,11,card_arrival,long take get card
My card hasn't shown up yet.,11,card_arrival,card not show yet
Does the card you sent have a tracking number?,11,card_arrival,card send tracking number
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,11,card_arrival,card not arrive mail yet order two week ago
maximum how many days get the courier?,11,card_arrival,maximum many day get courier
Is there a reason my new card hasn't arrived yet?,11,card_arrival,reason new card not arrive yet
"I've been waiting a while for my card, is there a way to know when it will arrive?",11,card_arrival,wait card way know arrive
How can I track my card's delivery?,11,card_arrival,track card delivery
Can I track the card that was just sent to me?,11,card_arrival,track card send
"If I ordered my new card last week, how much longer should I wait to receive it?",11,card_arrival,order new card last week much long wait receive
"What's go on, where is my new card?",11,card_arrival,go new card
Where is my new card if I haven't received it yet?,11,card_arrival,new card not receive yet
Where is my card?,11,card_arrival,card
Can you tell me why I haven't received my new card yet?,11,card_arrival,tell not receive new card yet
Is there a way to track my card?,11,card_arrival,way track card
Is there a way to track the new card you sent me?,11,card_arrival,way track new card send
I'm still waiting for my card.,11,card_arrival,still wait card
What do I need to do to get my new card which I have requested 2 weeks ago?,11,card_arrival,need get new card request week ago
WHAT IS THE SOLUTION OF THIS PROBLEM,11,card_arrival,solution problem
Could I get tracking on the card?,11,card_arrival,could get track card
Can you help me track my card?,11,card_arrival,help track card
Shouldn't my new card be here by now?,11,card_arrival,not new card
Is there a reason my new card hasn't arrived?,11,card_arrival,reason new card not arrive
"I would like to track a card sent to me, how do I do that?",11,card_arrival,would like track card send
Is there a tracking number for the card?,11,card_arrival,tracking number card
can you share card tracking number?,11,card_arrival,share card tracking number
"I have not received my card and it's been a week, what do I do?",11,card_arrival,receive card week
Is there a way I can check on the card on route to me?,11,card_arrival,way check card route
When will my new card arrive?,11,card_arrival,new card arrive
Why haven't I received my new card yet?,11,card_arrival,not receive new card yet
What is the expected delivery date of my card?,11,card_arrival,expect delivery date card
My card hasn't came in the mail yet?,11,card_arrival,card not come mail yet
I haven't received my card.,11,card_arrival,not receive card
Is it possible for me to track the card is was mailed to me?,11,card_arrival,possible track card mail
When will my new card be delivered?,11,card_arrival,new card deliver
I was issued a card about a week ago. why hasn't it come in yet?,11,card_arrival,issue card week ago not come yet
Can you please tell me where my card is? I ordered it 2 weeks ago!,11,card_arrival,please tell card order week ago
I still haven't received my card in the mail,11,card_arrival,still not receive card mail
I'm still waiting for my card that was issued a week ago. What should I do?,11,card_arrival,still wait card issue week ago
I still haven't gotten my new card.  When will it get here?,11,card_arrival,still not get new card get
Do you have a tracking number for the card I was sent?,11,card_arrival,tracking number card send
How do I track the card you sent to me?,11,card_arrival,track card send
Is my new bank card on the way and is there a way to track it?,11,card_arrival,new bank card way way track
Could you send me and up date on the arrival of my card?,11,card_arrival,could send date arrival card
How long does it take to recieve my new card?,11,card_arrival,long take recieve new card
My card has not come in the mail yet.,11,card_arrival,card come mail yet
What's the card you sent me's tracking number?,11,card_arrival,card send me tracking number
i havent got my card,11,card_arrival,not get card
Why hasn't my card arrived yet?,11,card_arrival,not card arrive yet
I thought I would have received my new card at this point.,11,card_arrival,think would receive new card point
How long until my new card gets here?,11,card_arrival,long new card get
How much longer until I get my new card?,11,card_arrival,much long get new card
Am I able to track a card that has already been sent?,11,card_arrival,able track card already send
Is it possible to track the card you sent me?,11,card_arrival,possible track card send
How long will it be to get this new card?,11,card_arrival,long get new card
how can i track card you sent,11,card_arrival,track card send
Can the card was sen to me be tracked?,11,card_arrival,card sen track
why have i not got my new card?,11,card_arrival,get new card
I need to track the card sent to me.,11,card_arrival,need track card send
"It's been two weeks and I haven't gotten my card, what do I do?",11,card_arrival,two week not get card
I was expecting my new card by now.,11,card_arrival,expect new card
Where is the tracking number for the card?,11,card_arrival,track number card
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,11,card_arrival,issue new card week ago still not receive long receive
Can I track the card that you sent me in the mail?,11,card_arrival,track card send mail
Can you tell me if I can track the card you sent me?,11,card_arrival,tell track card send
Why have I not gotten my new card?,11,card_arrival,get new card
I'm still waiting on my new card to be delivered!,11,card_arrival,still wait new card deliver
My new card isn't here and it was issued a week ago.,11,card_arrival,new card not issue week ago
"I was supposed to receive my new card by now, but it hasn't came in.",11,card_arrival,suppose receive new card not come
Is a tracking number available for the card that was just sent?,11,card_arrival,tracking number available card send
Why haven't I gotten my new card?,11,card_arrival,not get new card
Was there a number to track that I could get?,11,card_arrival,number track could get
How much longer is it going to take to get my new card?,11,card_arrival,much long go take get new card
I haven't gotten my credit card in the mail.,11,card_arrival,not get credit card mail
My card hasn't arrived yet. What do I do?,11,card_arrival,card not arrive yet
"My card still hasn't arrived after two weeks, now what?",11,card_arrival,card still not arrive two week
My card appears to have never arrived?,11,card_arrival,card appear never arrive
My card never arrived.,11,card_arrival,card never arrive
My card has been found. Is there any way for me to put it back into the app?,13,card_linking,card find way put back app
I was able to find my card. How to I go about putting it into my app?,13,card_linking,able find card go put app
how do I get my card to show in the app?,13,card_linking,get card show app
I just got my card.  It's not linked yet--how do I do that?,13,card_linking,get card link yethow
"lost card found, want to put it back in app",13,card_linking,lose card find want put back app
"I just got a card, how can I add it to the app?",13,card_linking,get card add app
Is there any way to see my card in the app?,13,card_linking,way see card app
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,13,card_linking,find card lose need dispose reactive card continue use
I found my card. How can I put it into my app?,13,card_linking,find card put app
How do I make my card show up in the app?,13,card_linking,make card show app
Can you show me where to link the new card?,13,card_linking,show link new card
I found my old card. Can I link it back into the app?,13,card_linking,find old card link back app
"Show me how to link the new card,",13,card_linking,show link new card
How do I add an existing card to the app?,13,card_linking,add exist card app
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,13,card_linking,finally get card want link something
How do I link one of your card that I already have?,13,card_linking,link one card already
If I have a physical card can I link it?,13,card_linking,physical card link
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,13,card_linking,find lost card jacket pocket morning like reactivate please
Can I add a card that I just found (again) to the app?,13,card_linking,add card find app
How can I make my card show up in the app?,13,card_linking,make card show app
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",13,card_linking,would like reactivate card previously report lose find morning
"Okay, I found my card, can I put it back in the app?",13,card_linking,okay find card put back app
Can I reactivate a card?,13,card_linking,reactivate card
I would like to reactivate a card and wondered if that could be done?,13,card_linking,would like reactivate card wonder could do
"I got my card now, how do I make it show up in the app?",13,card_linking,get card make show app
How do I link an existing card?,13,card_linking,link exist card
How do I link a new card in the app?,13,card_linking,link new card app
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",13,card_linking,card think lose jacket reactivate since find morning
I already have a card and want to link it,13,card_linking,already card want link
Can you please reactivate my card?,13,card_linking,please reactivate card
Where do I go to add a new card?,13,card_linking,go add new card
I want my card I just received to show up in the app. How do I do that?,13,card_linking,want card receive show app
"I received my card, how do I get it to show in the app?",13,card_linking,receive card get show app
If I have a credit card with you how I get set up to link to it?,13,card_linking,credit card get set link
How do I add my new card?,13,card_linking,add new card
"I want to reactivate my card, I thought I had lost it but found it again this morning.",13,card_linking,want reactivate card think lose find morning
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",13,card_linking,need card reactivation report card lose run across jacket
My card is no longer lost. How do I enter it back into the app?,13,card_linking,card long lose enter back app
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",13,card_linking,want reactivate card think lose find jacket
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",13,card_linking,may reactivate card previously report lose find safe sound
How do I reactivate a card I thought I lost?,13,card_linking,reactivate card think lose
Help me figure out how to link the new card.,13,card_linking,help figure link new card
I found my lost card. Am I still able to use it?,13,card_linking,find lost card still able use
Will I need a new card or can I put my old card back into the app?,13,card_linking,need new card put old card back app
Is there a way to link the card i just got?,13,card_linking,way link card get
How do I add a new card?,13,card_linking,add new card
"I want to reactivate my card, I found it after thinking it was lost.",13,card_linking,want reactivate card find think lose
Can I put my old card back in the app?,13,card_linking,put old card back app
"I got a new card, how do I link it?",13,card_linking,get new card link
I found the card I thought I lost this morning. Can I reactivate this card?,13,card_linking,find card think lose morning reactivate card
How do i go about linking a new card?,13,card_linking,go link new card
how do i get the card linked,13,card_linking,get card link
"I have one of your cards, but I don't know how to link it.",13,card_linking,one card not know link
how do I link an old card?,13,card_linking,link old card
I received my card. How do I link it to the app?,13,card_linking,receive card link app
"Now that I have my card, how do I connect it to the app?",13,card_linking,card connect app
How do I add the card I just received to show up in the app?,13,card_linking,add card receive show app
"I want to reactivate my card, I thought I had lost it but I found it.",13,card_linking,want reactivate card think lose find
What do I need to do to link my new card for my account?,13,card_linking,need link new card account
Can I add a card to back into the app?,13,card_linking,add card back app
I want to link my new card. Can you help?,13,card_linking,want link new card help
What is the process to link the new card?,13,card_linking,process link new card
"I found my card, am I able to put it back into the app?",13,card_linking,find card able put back app
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",13,card_linking,find lose steal card would still activate new card send mail order access account
Where can I link a new card?,13,card_linking,link new card
How do I add a card on to the app?,13,card_linking,add card app
"I found my card in my jacket this morning, so can I reactivate it?",13,card_linking,find card jacket morning reactivate
"I've obtained the card, how do I enable it on the app?",13,card_linking,obtain card enable app
I need to find the card I received in the app.,13,card_linking,need find card receive app
How do I get my card on the app?,13,card_linking,get card app
"In the app, how can I make it show the new card that arrived?",13,card_linking,app make show new card arrive
How do I link my new card?,13,card_linking,link new card
Can I activate a card in the app?,13,card_linking,activate card app
"I want to link to my card card with you, how?",13,card_linking,want link card card
I would like to link my card to my account.,13,card_linking,would like link card account
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",13,card_linking,think lose card cancel recently find jacket would like reestablish card
How can I link the new card?,13,card_linking,link new card
I got a new card and can't find where to link it.,13,card_linking,get new card can not find link
"Hey, I have my card, how do I get it to show in the app?",13,card_linking,hey card get show app
Where in the app do I go to make my new card show up?,13,card_linking,app go make new card show
Where do I scan my card?,13,card_linking,scan card
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,13,card_linking,reactivate card report lose find morning jacket
Can I link my card I previously received?,13,card_linking,link card previously receive
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",13,card_linking,want reactivate card think lose find jacket morning
"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",13,card_linking,lke card reactivate think misplace discover wake leave coat
You sent me a card and now I want to link it.,13,card_linking,send card want link
How do I add my new card to the app?,13,card_linking,add new card app
Can I add a card back to the app?,13,card_linking,add card back app
What if I want to add a card I already have to the app?,13,card_linking,want add card already app
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",13,card_linking,recently report card missinglost find still use
"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",13,card_linking,could reactivate card please could not find turn jacket pocket
Is there a way to link cards if I have one of yours?,13,card_linking,way link card one
If my card was lost or stolen can I re-link it?,13,card_linking,card lose steal relink
How do I link a new card to an existing one?,13,card_linking,link new card exist one
How do I link a new payment card?,13,card_linking,link new payment card
I would like to reactivate my card that I previously reported lost. I located the card this morning.,13,card_linking,would like reactivate card previously report lose locate card morning
"Card has been received, how will it show up on the app?",13,card_linking,card receive show app
Can I re-link a lost card with the app?,13,card_linking,relink lost card app
What do I do to link my new card?,13,card_linking,link new card
Is it possible to link a new card?,13,card_linking,possible link new card
I deactivated my card but would like to reactivate it.,13,card_linking,deactivate card would like reactivate
"I found my card that I thought I had lost, I need to reactive it, please help.",13,card_linking,find card think lose need reactive please help
can I link a card of yours I already have?,13,card_linking,link card already
Can I put my found card back into the app on my phone?,13,card_linking,put find card back app phone
"My card arrived but I need to make it work in the app, how do I do that?",13,card_linking,card arrive need make work app
"I found the card that I thought I lost, and I would like to reactivate it.",13,card_linking,find card think lose would like reactivate
I found my card again. Can I put it back into the app?,13,card_linking,find card put back app
I need some help linking my new card.,13,card_linking,need help link new card
help me link my card,13,card_linking,help link card
How do I link my card in the app.,13,card_linking,link card app
How do I get my card into the app?,13,card_linking,get card app
I found my card! Can I link it back into the app?,13,card_linking,find card link back app
How do I reactivate my card?,13,card_linking,reactivate card
Where do I go to get my new card linked?,13,card_linking,go get new card link
"I thought I lost my card but I found it today, so I would like to reactivate it.",13,card_linking,think lose card find today would like reactivate
How do I link the new card that I just got from you guys?,13,card_linking,link new card get guy
How can I add a new card?,13,card_linking,add new card
Can you tell me how to get my card on the app?,13,card_linking,tell get card app
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,13,card_linking,possible reactivate card think lose find morning jacket
How do I make my card appear on the app?,13,card_linking,make card appear app
How do I link the new card?,13,card_linking,link new card
Where in the app do I link a new card?,13,card_linking,app link new card
How do I add my card to the app once I get it?,13,card_linking,add card app get
Can I link your physical card,13,card_linking,link physical card
How do I activate and link my new card?,13,card_linking,activate link new card
"I got a card, how do I get it in the app?",13,card_linking,get card get app
I received my new card.  Where is it in the app?,13,card_linking,receive new card app
"I found my card, how can I use it again?",13,card_linking,find card use
"I just received a new card, where do I go to link it to my account?",13,card_linking,receive new card go link account
"found card, how to put it back in app",13,card_linking,find card put back app
How do I see my card in the app?,13,card_linking,see card app
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",13,card_linking,card think lose jacket pocket morning reactivate
I don't see my card anywhere in the app.,13,card_linking,not see card anywhere app
"I received my card, how do I get it to work in the app?",13,card_linking,receive card get work app
What do I do if I already had a card with you guys?,13,card_linking,already card guy
if i found a lost card can i put it back in app,13,card_linking,find lost card put back app
I have a card that was deactivated can I reactivate it?,13,card_linking,card deactivated reactivate
"My new card isn't in my app, how do I get it in there?",13,card_linking,new card not app get
Help me access the card I already got so I can information from it.,13,card_linking,help access card already get information
What is my money worth in other countries?,32,exchange_rate,money worth country
Will my money be of equal value when I travel abroad?,32,exchange_rate,money equal value travel abroad
Do you know the rate of exchange?,32,exchange_rate,know rate exchange
What foreign exchange rate will I get on weekdays and on the weekends?,32,exchange_rate,foreign exchange rate get weekday weekend
What is the exchange looking like?,32,exchange_rate,exchange look like
How is the exchange rate doing?,32,exchange_rate,exchange rate
I would like to know how exchange rates are calculated when transferring funds.,32,exchange_rate,would like know exchange rate calculate transfer fund
I would like to know what exchange rates you use?,32,exchange_rate,would like know exchange rate use
"If I need to cash foreign transfers, how does that work?",32,exchange_rate,need cash foreign transfer work
Do you know what your exchange rates are?,32,exchange_rate,know exchange rate
How do I know what exchange rate I will get?,32,exchange_rate,know exchange rate get
What are you exchange rates?,32,exchange_rate,exchange rate
Do you have the best exchange rate?,32,exchange_rate,good exchange rate
Where can I find your exchange rates?,32,exchange_rate,find exchange rate
Your exchange rates come from where?,32,exchange_rate,exchange rate come
I need to know what your exchange rates are.,32,exchange_rate,need know exchange rate
What's the process for exchanges?,32,exchange_rate,process exchange
What do you think of the exchange rate?,32,exchange_rate,think exchange rate
How are exchange rates calculated at this bank?,32,exchange_rate,exchange rate calculate bank
What do you use to figure out the exchange rate for the card?,32,exchange_rate,use figure exchange rate card
What's the foreign exchange rate I will receive?,32,exchange_rate,foreign exchange rate receive
I need to know what foreign exchange rate I can get.,32,exchange_rate,need know foreign exchange rate get
What are the current exchange rates?,32,exchange_rate,current exchange rate
What exchange rate will I receive?,32,exchange_rate,exchange rate receive
What is the basis of your exchange rates?,32,exchange_rate,basis exchange rate
How's the exchange rate?,32,exchange_rate,exchange rate
How do you determine your exchange rates?,32,exchange_rate,determine exchange rate
How do the foreign exchange rates work?,32,exchange_rate,foreign exchange rate work
Where are you getting your exchange rates from?,32,exchange_rate,get exchange rate
How is the exchange rate calculated?,32,exchange_rate,exchange rate calculate
I'm interested in what your exchange rates are based on.,32,exchange_rate,interested exchange rate base
How do you decide what the exchange rates are?,32,exchange_rate,decide exchange rate
What is the current exchange rate?,32,exchange_rate,current exchange rate
What is the formula for your exchange rate?,32,exchange_rate,formula exchange rate
What method do you use for the exchange rate?,32,exchange_rate,method use exchange rate
What are Interbanks current exchange rates?,32,exchange_rate,interbank current exchange rate
from where are coming your exchange rates?,32,exchange_rate,come exchange rate
How do you calculate exchange rates?,32,exchange_rate,calculate exchange rate
Why is your exchange rate different on different days?,32,exchange_rate,exchange rate different different day
Where can I find the exchange rate for my transfer?,32,exchange_rate,find exchange rate transfer
Where can I get your exchange rates from?,32,exchange_rate,get exchange rate
How do you find the exchange rate?,32,exchange_rate,find exchange rate
How are exchange rates determined?,32,exchange_rate,exchange rate determine
What value can I get for my currency?,32,exchange_rate,value get currency
Please explain your exchange rate policy.,32,exchange_rate,please explain exchange rate policy
What are your exchange rates calculated from?,32,exchange_rate,exchange rate calculate
What is an exchange rate?,32,exchange_rate,exchange rate
What is your opinion on the exchange rate?,32,exchange_rate,opinion exchange rate
What are the exchange rates you assign?,32,exchange_rate,exchange rate assign
How do you determine exchange rates?,32,exchange_rate,determine exchange rate
How are your exchange rates calculated?,32,exchange_rate,exchange rate calculate
How is an exchange rate calculated?,32,exchange_rate,exchange rate calculate
"When exchanging, how much are the rates?",32,exchange_rate,exchange much rate
What is the exchange rate for EUR?,32,exchange_rate,exchange rate eur
How can I find your exchange rates?,32,exchange_rate,find exchange rate
Could you please tell me your exchange rates?,32,exchange_rate,could please tell exchange rate
Is there an exchange rate?,32,exchange_rate,exchange rate
How does the exchange rate work?,32,exchange_rate,exchange rate work
What is the present state of the exchange rate?,32,exchange_rate,present state exchange rate
How are foreign exchange rates determined?,32,exchange_rate,foreign exchange rate determine
How's the exchange rate looking right now?,32,exchange_rate,exchange rate look right
Please explain the exchange rates.,32,exchange_rate,please explain exchange rate
What is the foreign exchange rate you will apply?,32,exchange_rate,foreign exchange rate apply
explain the interbank exchange rate,32,exchange_rate,explain interbank exchange rate
What will my exchange rate be?,32,exchange_rate,exchange rate
how do you get exchange rates,32,exchange_rate,get exchange rate
What exchange rates do you use?,32,exchange_rate,exchange rate use
How will I know what the exchange rate is?,32,exchange_rate,know exchange rate
What factors effect the exchange rate?,32,exchange_rate,factor effect exchange rate
Where does the exchange rate stand right now?,32,exchange_rate,exchange rate stand right
I'd like to know what the foreign exchange rate will be.,32,exchange_rate,like know foreign exchange rate
Does the exchange rate change?,32,exchange_rate,exchange rate change
How do your exchange rates factor in?,32,exchange_rate,exchange rate factor
Will I know which exchange rate I will get?,32,exchange_rate,know exchange rate get
How do I know what the exchange rate will be when I make an exchange.,32,exchange_rate,know exchange rate make exchange
Is the exchange rate the same on weekends as the weekdays?,32,exchange_rate,exchange rate weekend weekday
How do you do exchanges?,32,exchange_rate,exchange
On what do you base your exchange rates?,32,exchange_rate,base exchange rate
How do you come up with your exchange rate,32,exchange_rate,come exchange rate
What factors determine your exchange rate?,32,exchange_rate,factor determine exchange rate
How are the exchange rates determined?,32,exchange_rate,exchange rate determine
I would like to know what your exchange rates are.,32,exchange_rate,would like know exchange rate
Is the exchange rate current?,32,exchange_rate,exchange rate current
What are the exchange rates?,32,exchange_rate,exchange rate
How much are the rates of exchange?,32,exchange_rate,much rate exchange
How do you decide what your exchange rates are?,32,exchange_rate,decide exchange rate
Your exchange rates are coming from where?,32,exchange_rate,exchange rate come
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,32,exchange_rate,specific source exchange rate transfer plan make pull
How are the exchange rates for transfers calculated?,32,exchange_rate,exchange rate transfer calculate
How do I know how much money I will have when I travel abroad?,32,exchange_rate,know much money travel abroad
How do you do currency exchanges?,32,exchange_rate,currency exchange
Can you explain your exchange rates basis?,32,exchange_rate,explain exchange rate basis
How did you guys get your exchange rate?,32,exchange_rate,guy get exchange rate
Can you tell me your exchange rates?,32,exchange_rate,tell exchange rate
Could you tell me what your exchange rates are?,32,exchange_rate,could tell exchange rate
Does this app have the same exchange rate as third parties?,32,exchange_rate,app exchange rate third party
what are your exchange rates at?,32,exchange_rate,exchange rate
How is the current exchange rate?,32,exchange_rate,current exchange rate
What is the system for determining the exchange rate?,32,exchange_rate,system determine exchange rate
I am travelling and I was wondering what your exchange rates are,32,exchange_rate,travel wonder exchange rate
How can I tell what foreign exchange rate I will get?,32,exchange_rate,tell foreign exchange rate get
Tell me your opinion on the exchange rate.,32,exchange_rate,tell opinion exchange rate
I'd like to know what you guys look at to decide an exchange rate,32,exchange_rate,like know guy look decide exchange rate
How does the exchange rate work on this app?,32,exchange_rate,exchange rate work app
where do you find your exchange rates?,32,exchange_rate,find exchange rate
I want to know your exchange rates.,32,exchange_rate,want know exchange rate
What exchange rate is it?,32,exchange_rate,exchange rate
What is the source of your exchange rates?,32,exchange_rate,source exchange rate
i need to know about exchange rates,32,exchange_rate,need know exchange rate
Where do you get those exchange rates?,32,exchange_rate,get exchange rate
How do you determine the exchange rate?,32,exchange_rate,determine exchange rate
What foreign exchange rate will I get?,32,exchange_rate,foreign exchange rate get
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",17,card_payment_wrong_exchange_rate,last saturday charge extra exchange rate payment something wrong
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",17,card_payment_wrong_exchange_rate,hi disappointed see bad exchange rate hope assist would able confirm official interbank exchange rate
I think the currency exchange that's been applied is wrong.,17,card_payment_wrong_exchange_rate,think currency exchange apply wrong
The exchange rate I was charged for a purchase was not right.,17,card_payment_wrong_exchange_rate,exchange rate charge purchase right
Can you please explain why the exchange rate for the item I bought is wrong?,17,card_payment_wrong_exchange_rate,please explain exchange rate item buy wrong
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,17,card_payment_wrong_exchange_rate,think something go wrong exchange russian ruble uk pound overcharge swap
My payment has an incorrect exchange rate.,17,card_payment_wrong_exchange_rate,payment incorrect exchange rate
my exchange rate looks wrong for my last payment,17,card_payment_wrong_exchange_rate,exchange rate look wrong last payment
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,17,card_payment_wrong_exchange_rate,exchange rate use badthis can not official interbank exchange rate
I was charged the wing amount for an item.,17,card_payment_wrong_exchange_rate,charge wing amount item
the exchange rate on my payment was wrong,17,card_payment_wrong_exchange_rate,exchange rate payment wrong
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,17,card_payment_wrong_exchange_rate,exchange rate terrible can not close actual interbank rate
An incorrect exchange rate was applied to an item I bought.,17,card_payment_wrong_exchange_rate,incorrect exchange rate apply item buy
The exchange rate was incorrect for an item I bought.,17,card_payment_wrong_exchange_rate,exchange rate incorrect item buy
The exchange rate on my payment doesn't look right,17,card_payment_wrong_exchange_rate,exchange rate payment not look right
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",17,card_payment_wrong_exchange_rate,see exchange rate use bad can not believe official interbank exchange rate truly official interbank exchange rate
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,17,card_payment_wrong_exchange_rate,exchange rate use awful please tell mistake official interbank exchange rate
After purchasing an item I noticed the exchange rate was incorrect.,17,card_payment_wrong_exchange_rate,purchase item notice exchange rate incorrect
